주성분코드_9,ATC코드,주성분명,주성분코드_5
228505BIS,B05Z,HEMODIALYTICS AND HEMOFILTRATES,2285B
228506BIS,B05Z,HEMODIALYTICS AND HEMOFILTRATES,2285B
228526BIS,B05Z,HEMODIALYTICS AND HEMOFILTRATES,2285B
228508BIS,B05Z,HEMODIALYTICS AND HEMOFILTRATES,2285B
322600BIS,B05Z,HEMODIALYTICS AND HEMOFILTRATES,3226B
323200BIS,B05Z,HEMODIALYTICS AND HEMOFILTRATES,3232B
323400BIS,B05Z,HEMODIALYTICS AND HEMOFILTRATES,3234B
324000BIS,B05D,PERITONEAL DIALYTICS,3240B
350400BIS,B05Z,HEMODIALYTICS AND HEMOFILTRATES,3504B
406800BIS,B05Z,HEMODIALYTICS AND HEMOFILTRATES,4068B
473100BIS,B05Z,HEMODIALYTICS AND HEMOFILTRATES,4731B
481400BIS,B05Z,HEMODIALYTICS AND HEMOFILTRATES,4814B
481500BIS,B05Z,HEMODIALYTICS AND HEMOFILTRATES,4815B
502400BIS,B05Z,HEMODIALYTICS AND HEMOFILTRATES,5024B
510100BIS,B05Z,HEMODIALYTICS AND HEMOFILTRATES,5101B
510200BIS,B05Z,HEMODIALYTICS AND HEMOFILTRATES,5102B
510300BIS,B05Z,HEMODIALYTICS AND HEMOFILTRATES,5103B
645100BIS,B05Z,HEMODIALYTICS AND HEMOFILTRATES,6451B
650300BIS,B05Z,HEMODIALYTICS AND HEMOFILTRATES,6503B
321400BIS,B05D,PERITONEAL DIALYTICS,3214B
321600BIS,B05D,PERITONEAL DIALYTICS,3216B
321800BIS,B05D,PERITONEAL DIALYTICS,3218B
324200BIS,B05XA16,cardioplegia solutions,3242B
324800BIS,B05D,PERITONEAL DIALYTICS,3248B
325900BIS,B05D,PERITONEAL DIALYTICS,3259B
326000BIS,B05D,PERITONEAL DIALYTICS,3260B
349600BIS,B05D,PERITONEAL DIALYTICS,3496B
349900BIS,B05D,PERITONEAL DIALYTICS,3499B
350000BIS,B05D,PERITONEAL DIALYTICS,3500B
350100BIS,B05D,PERITONEAL DIALYTICS,3501B
350200BIS,B05D,PERITONEAL DIALYTICS,3502B
352100BIS,B05D,PERITONEAL DIALYTICS,3521B
352400BIS,B05D,PERITONEAL DIALYTICS,3524B
352800BIS,B05D,PERITONEAL DIALYTICS,3528B
423500BIS,B05D,PERITONEAL DIALYTICS,4235B
431100BIS,B05D,PERITONEAL DIALYTICS,4311B
431200BIS,B05D,PERITONEAL DIALYTICS,4312B
431300BIS,B05D,PERITONEAL DIALYTICS,4313B
494900BIS,B05D,PERITONEAL DIALYTICS,4949B
495000BIS,B05D,PERITONEAL DIALYTICS,4950B
495100BIS,B05D,PERITONEAL DIALYTICS,4951B
511100BIS,B05D,PERITONEAL DIALYTICS,5111B
516100BIS,B05D,PERITONEAL DIALYTICS,5161B
521001BIJ,V03AF04,calcium levofolinate,5210B
521002BIJ,V03AF04,calcium levofolinate,5210B
175332BIJ,A10AD04,insulin lispro ,1753B
175333BIJ,A10AD04,insulin lispro ,1753B
441334BIJ,A10AD05,insulin aspart,4413B
512130BIJ,A10BJ01,exenatide,5121B
512131BIJ,A10BJ01,exenatide,5121B
626631BIJ,A10BJ03,lixisenatide,6266B
626630BIJ,A10BJ03,lixisenatide,6266B
626831BIJ,A10AE06,insulin degludec,6268B
644501BIJ,A10BJ04,albiglutide,6445B
644502BIJ,A10BJ04,albiglutide,6445B
103301BIJ,A16AA02,ademetionine,1033B
166001BIJ,H04AA01,glucagon,1660B
354400BIJ,B05BC,Solutions producing osmotic diuresis,3544B
139601BIJ,L01BC01,cytarabine,1396B
139602BIJ,L01BC01,cytarabine,1396B
139632BIJ,L01BC01,cytarabine,1396B
148345BIJ,L01CD02,docetaxel,1483B
148349BIJ,L01CD02,docetaxel,1483B
175530BIJ,L03AB04,interferon alfa-2a,1755B
175630BIJ,L03AB05,interferon alfa-2b,1756B
175631BIJ,L03AB05,interferon alfa-2b,1756B
177430BIJ,L01XX19,irinotecan,1774B
177431BIJ,L01XX19,irinotecan,1774B
182610BIJ,L02AE02,leuprorelin,1826B
205832BIJ,L01XA03,oxaliplatin,2058B
236130BIJ,G03BA03,testosterone,2361B
463301BIJ,L01XX32,bortezomib,4633B
463302BIJ,L01XX32,bortezomib,4633B
463303BIJ,L01XX32,bortezomib,4633B
481237BIJ,L01BA04,pemetrexed,4812B
481233BIJ,L01BA04,pemetrexed,4812B
188802BIJ,V09BA02,technetium (99mTc) medronic acid,1888B
227130BIJ,V09GA04,technetium (99mTc) human albumin,2271B
368301BIJ,V09HX01,gallium (67Ga) citrate,3683B
369201BIJ,V10BX01,strontium (89Sr) chloride,3692B
369402BIJ,V09CA02,technetium (99mTc) succimer,3694B
369804BIJ,V09GA04,technetium (99mTc) human albumin,3698B
369903BIJ,V09BA03,technetium (99mTc) pyrophosphate,3699B
428801BIJ,V09CX04,chromium (51Cr) edetate,4288B
472701BIJ,V09IX02,iobenguane (131I),4727B
472702BIJ,V09IX02,iobenguane (131I),4727B
472704BIJ,V09IX02,iobenguane (131I),4727B
482501BIJ,V09IX04,fludeoxyglucose (18F) ,4825B
617901BIJ,B05AX,Other blood products,6179B
328400BIJ,M09AX,Other drugs for disorders of the musculo-skeletal system,3284B
184230BIJ,J01FF02,lincomycin,1842B
210001BIJ,J01CE01,benzylpenicillin,2100B
638801BIJ,J01XX11,tedizolid,6388B
106803BIJ,J01GB06,amikacin,1068B
106836BIJ,J01GB06,amikacin,1068B
106830BIJ,J01GB06,amikacin,1068B
106832BIJ,J01GB06,amikacin,1068B
106834BIJ,J01GB06,amikacin,1068B
113001BIJ,J01DF01,aztreonam,1130B
113002BIJ,J01DF01,aztreonam,1130B
240840BIJ,J01GB01,tobramycin,2408B
240842BIJ,J01GB01,tobramycin,2408B
106835BIJ,J01GB06,amikacin,1068B
126403BIJ,J01DD05,cefmenoxime,1264B
179401BIJ,J01GB04,kanamycin,1794B
131101BIJ,J01BA01,chloramphenicol,1311B
108302BIJ,J02AA01,amphotericin B,1083B
118001BIJ,L01DC01,bleomycin,1180B
196402BIJ,L01DC03,mitomycin,1964B
125703BIJ,J01DB04,cefazolin,1257B
125704BIJ,J01DB04,cefazolin,1257B
125801BIJ,J01DC13,cefbuperazone,1258B
126503BIJ,J01DC09,cefmetazole,1265B
126902BIJ,J01DD12,cefoperazone,1269B
127203BIJ,J01DC05,cefotetan,1272B
127702BIJ,J01DD11,cefpiramide,1277B
127801BIJ,J01DE02,cefpirome,1278B
128802BIJ,J01DD04,ceftriaxone,1288B
129002BIJ,J01DC02,cefuroxime,1290B
129701BIJ,J01DB03,cefalotin,1297B
130104BIJ,J01DB09,cefradine,1301B
130105BIJ,J01DB09,cefradine,1301B
165134BIJ,J01GB03,gentamicin,1651B
177730BIJ,J01GB11,isepamicin,1777B
177731BIJ,J01GB11,isepamicin,1777B
213102BIJ,J01CA12,piperacillin,2131B
213104BIJ,J01CA12,piperacillin,2131B
223801BIJ,J01GB10,ribostamycin,2238B
223802BIJ,J01GB10,ribostamycin,2238B
223830BIJ,J01GB10,ribostamycin,2238B
223831BIJ,J01GB10,ribostamycin,2238B
230801BIJ,J01XX04,spectinomycin,2308B
328900BIJ,J01CR02,amoxicillin and enzyme inhibitor,3289B
329000BIJ,J01CR02,amoxicillin and enzyme inhibitor,3290B
329400BIJ,J01DH51,imipenem and enzyme inhibitor,3294B
329500BIJ,J01CR05,piperacillin and enzyme inhibitor,3295B
329600BIJ,J01CR05,piperacillin and enzyme inhibitor,3296B
329700BIJ,J01CR03,ticarcillin and enzyme inhibitor,3297B
329900BIJ,J01DD62,"cefoperazone, combinations",3299B
381300BIJ,J01CR02,amoxicillin and enzyme inhibitor,3813B
381400BIJ,J01CR02,amoxicillin and enzyme inhibitor,3814B
381500BIJ,J01CR02,amoxicillin and enzyme inhibitor,3815B
466100BIJ,J01DH51,imipenem and enzyme inhibitor,4661B
480800BIJ,J01DD07,ceftizoxime,4808B
557400BIJ,J01DD62,"cefoperazone, combinations",5574B
328500BIJ,J01CR01,ampicillin and enzyme inhibitor,3285B
328600BIJ,J01CR01,ampicillin and enzyme inhibitor,3286B
360930BIJ,J01GB12,arbekacin,3609B
360931BIJ,J01GB12,arbekacin,3609B
179130BIJ,J02AC02,itraconazole,1791B
183236BIJ,J01MA12,levofloxacin,1832B
477501BIJ,J06BB16,palivizumab,4775B
477502BIJ,J06BB16,palivizumab,4775B
169934BIJ,J06BA02,"immunoglobulins, normal human, for intravascular adm.",1699B
173932BIJ,J06BB01,anti-D (rh) immunoglobulin,1739B
174030BIJ,J06BB09,cytomegalovirus immunoglobulin,1740B
174031BIJ,J06BB09,cytomegalovirus immunoglobulin,1740B
174032BIJ,J06BB09,cytomegalovirus immunoglobulin,1740B
174131BIJ,J06BB03,varicella/zoster immunoglobulin,1741B
363530BIJ,J06BB04,hepatitis B immunoglobulin,3635B
363531BIJ,J06BB04,hepatitis B immunoglobulin,3635B
422730BIJ,J06BA02,"immunoglobulins, normal human, for intravascular adm.",4227B
422731BIJ,J06BA02,"immunoglobulins, normal human, for intravascular adm.",4227B
422732BIJ,J06BA02,"immunoglobulins, normal human, for intravascular adm.",4227B
175733BIJ,L03AB07,interferon beta-1a,1757B
175901BIJ,L03AB03,interferon gamma,1759B
452631BIJ,L03AB11,peginterferon alfa-2a,4526B
452602BIJ,L03AB11,peginterferon alfa-2a,4526B
452630BIJ,L03AB11,peginterferon alfa-2a,4526B
622530BIJ,L04AA23,natalizumab,6225B
176041BIJ,V08AB11,iobitridol,1760B
176354BIJ,V08AB02,iohexol,1763B
176355BIJ,V08AB02,iohexol,1763B
176356BIJ,V08AB02,iohexol,1763B
176383BIJ,V08AB02,iohexol,1763B
176384BIJ,V08AB02,iohexol,1763B
176385BIJ,V08AB02,iohexol,1763B
176349BIJ,V08AB02,iohexol,1763B
176359BIJ,V08AB02,iohexol,1763B
176382BIJ,V08AB02,iohexol,1763B
176386BIJ,V08AB02,iohexol,1763B
176387BIJ,V08AB02,iohexol,1763B
176454BIJ,V08AB10,iomeprol,1764B
176563BIJ,V08AB04,iopamidol,1765B
176577BIJ,V08AB04,iopamidol,1765B
176522BIJ,V08AB04,iopamidol,1765B
176525BIJ,V08AB04,iopamidol,1765B
176539BIJ,V08AB04,iopamidol,1765B
176555BIJ,V08AB04,iopamidol,1765B
176747BIJ,V08AB05,iopromide,1767B
176749BIJ,V08AB05,iopromide,1767B
176741BIJ,V08AB05,iopromide,1767B
176932BIJ,V08AB07,ioversol,1769B
176935BIJ,V08AB07,ioversol,1769B
176946BIJ,V08AB07,ioversol,1769B
176939BIJ,V08AB07,ioversol,1769B
176947BIJ,V08AB07,ioversol,1769B
176956BIJ,V08AB07,ioversol,1769B
176931BIJ,V08AB07,ioversol,1769B
176940BIJ,V08AB07,ioversol,1769B
176941BIJ,V08AB07,ioversol,1769B
176960BIJ,V08AB07,ioversol,1769B
176969BIJ,V08AB07,ioversol,1769B
466731BIJ,V08CA03,gadodiamide,4667B
466732BIJ,V08CA03,gadodiamide,4667B
466733BIJ,V08CA03,gadodiamide,4667B
466832BIJ,V08CA08,gadobenic acid,4668B
466901BIJ,V08CA01,gadopentetic acid,4669B
466902BIJ,V08CA01,gadopentetic acid,4669B
466903BIJ,V08CA01,gadopentetic acid,4669B
466904BIJ,V08CA01,gadopentetic acid,4669B
471635BIJ,V08CA09,gadobutrol,4716B
482130BIJ,V08CA06,gadoversetamide,4821B
482131BIJ,V08CA06,gadoversetamide,4821B
482132BIJ,V08CA06,gadoversetamide,4821B
487303BIJ,V08CA10,gadoxetic acid,4873B
536900BIJ,V08AA05,ioxitalamic acid,5369B
537000BIJ,V08AA05,ioxitalamic acid,5370B
537100BIJ,V08AB03,ioxaglic acid,5371B
161131BIJ,S01JA01,fluorescein,1611B
330700BIJ,V04CX,Other diagnostic agents,3307B
197337BIJ,N02AA01,morphine,1973B
104731BIJ,N01AH02,alfentanil,1047B
158333BIJ,N02AB03,fentanyl,1583B
359032BIJ,N02AA05,oxycodone,3590B
151830CLQ,N01AB04,enflurane,1518C
178031CLQ,N01AB06,isoflurane,1780C
101302CSP,N02BE01,paracetamol,1013C
172803CSP,M01AE01,ibuprofen,1728C
224506CPL,N06DA03,rivastigmine,2245C
224507CPL,N06DA03,rivastigmine,2245C
115330CLQ,R02AD,"Anesthetics, local",1153C
183802CPL,N01BB02,lidocaine,1838C
183902COM,N01BB02,lidocaine,1839C
183937CLQ,R02AD02,lidocaine,1839C
537500COM,N01BB,Amides,5375C
101701COS,S01EB09,acetylcholine,1017C
102932COO,S01AD03,aciclovir,1029C
111832COS,S01FA01,atropine,1118C
112530COS,S01GX07,azelastine,1125C
112531COS,S01GX07,azelastine,1125C
112532COS,S01GX07,azelastine,1125C
112534COS,S01GX07,azelastine,1125C
118430COS,S01EA05,brimonidine,1184C
118433COS,S01EA05,brimonidine,1184C
118431COS,S01EA05,brimonidine,1184C
138930COS,S01FA04,cyclopentolate,1389C
138932COS,S01FA04,cyclopentolate,1389C
143531COS,S01BC03,diclofenac,1435C
152531COS,S01GX10,epinastine,1525C
161234COS,S01BA07,fluorometholone,1612C
161236COS,S01BA07,fluorometholone,1612C
161239COS,S01BA07,fluorometholone,1612C
161240COS,S01BA07,fluorometholone,1612C
161241COS,S01BA07,fluorometholone,1612C
161245COS,S01BA07,fluorometholone,1612C
161331COS,S01BA07,fluorometholone,1613C
161332COS,S01BA07,fluorometholone,1613C
164132COS,S01AA13,fusidic acid,1641C
178230COS,S01EE02,unoprostone,1782C
180034COS,S01BC05,ketorolac,1800C
180130COS,S01GX08,ketotifen,1801C
180136COS,S01GX08,ketotifen,1801C
180144COS,S01GX08,ketotifen,1801C
180110COS,S01GX08,ketotifen,1801C
180134COS,S01GX08,ketotifen,1801C
180139COS,S01GX08,ketotifen,1801C
180145COS,S01GX08,ketotifen,1801C
180146COS,S01GX08,ketotifen,1801C
182830COS,S01ED03,levobunolol,1828C
183232COS,S01AE05,levofloxacin,1832C
183238COS,S01AE05,levofloxacin,1832C
183239COS,S01AE05,levofloxacin,1832C
183240COS,S01AE05,levofloxacin,1832C
203938COO,S01AE01,ofloxacin,2039C
203912COS,S01AE01,ofloxacin,2039C
203930COS,S01AE01,ofloxacin,2039C
203933COS,S01AE01,ofloxacin,2039C
203939COS,S01AE01,ofloxacin,2039C
203941COS,S01AE01,ofloxacin,2039C
203942COS,S01AE01,ofloxacin,2039C
203943COS,S01AE01,ofloxacin,2039C
211933COS,S01FB01,phenylephrine,2119C
212330COS,S01EB01,pilocarpine,2123C
212333COS,S01EB01,pilocarpine,2123C
213631COS,S01XA,Other ophthalmologicals,2136C
216133COS,S01XA20,artificial tears and other indifferent preparations,2161C
216130COS,S01XA20,artificial tears and other indifferent preparations,2161C
216131COS,S01XA20,artificial tears and other indifferent preparations,2161C
216136COS,S01XA20,artificial tears and other indifferent preparations,2161C
216530COS,S01BC09,pranoprofen,2165C
216531COS,S01BC09,pranoprofen,2165C
217130COS,S01BA04,prednisolone,2171C
224130COS,S01BA13,rimexolone,2241C
224131COS,S01BA13,rimexolone,2241C
228642COS,S01XA20,artificial tears and other indifferent preparations,2286C
228630COS,S01XA20,artificial tears and other indifferent preparations,2286C
228634COS,S01XA20,artificial tears and other indifferent preparations,2286C
228637COS,S01XA20,artificial tears and other indifferent preparations,2286C
228638COS,S01XA20,artificial tears and other indifferent preparations,2286C
228830COS,S01GX01,cromoglicic acid,2288C
228838COS,S01GX01,cromoglicic acid,2288C
228839COS,S01GX01,cromoglicic acid,2288C
230032COO,S01XA,Other ophthalmologicals,2300C
230033COO,S01XA,Other ophthalmologicals,2300C
230030COS,S01XA,Other ophthalmologicals,2300C
230031COS,S01XA,Other ophthalmologicals,2300C
230034COS,S01XA,Other ophthalmologicals,2300C
239630COS,S01ED01,timolol,2396C
239637COS,S01ED01,timolol,2396C
240847COS,S01AA12,tobramycin,2408C
245331COS,S01FA06,tropicamide,2453C
380332COS,S01AE07,moxifloxacin,3803C
391734COS,S01GX09,olopatadine,3917C
391735COS,S01GX09,olopatadine,3917C
401630COS,S01XA20,artificial tears and other indifferent preparations,4016C
401635COS,S01XA20,artificial tears and other indifferent preparations,4016C
401636COS,S01XA20,artificial tears and other indifferent preparations,4016C
457730COS,S01GX,Other antiallergics,4577C
457732COS,S01GX,Other antiallergics,4577C
461331COS,S01EE03,bimatoprost,4613C
139208COS,S01XA18,ciclosporin,1392C
139232COS,S01XA18,ciclosporin,1392C
139231COS,S01XA18,ciclosporin,1392C
482630COS,S01AE02,norfloxacin,4826C
525400COS,S01GA52,"tetryzoline, combinations",5254C
530011COS,S01XA,Other ophthalmologicals,5300C
530013COS,S01XA,Other ophthalmologicals,5300C
530054COS,S01XA,Other ophthalmologicals,5300C
530056COS,S01XA,Other ophthalmologicals,5300C
530057COS,S01XA,Other ophthalmologicals,5300C
530058COS,S01XA,Other ophthalmologicals,5300C
530059COS,S01XA,Other ophthalmologicals,5300C
530060COS,S01XA,Other ophthalmologicals,5300C
530061COS,S01XA,Other ophthalmologicals,5300C
530074COS,S01XA,Other ophthalmologicals,5300C
530079COS,S01XA,Other ophthalmologicals,5300C
530080COS,S01XA,Other ophthalmologicals,5300C
530081COS,S01XA,Other ophthalmologicals,5300C
530099COS,S01XA,Other ophthalmologicals,5300C
5300A1COS,S01XA,Other ophthalmologicals,5300C
530010COS,S01XA,Other ophthalmologicals,5300C
530012COS,S01XA,Other ophthalmologicals,5300C
530014COS,S01XA,Other ophthalmologicals,5300C
530015COS,S01XA,Other ophthalmologicals,5300C
530048COS,S01XA,Other ophthalmologicals,5300C
530050COS,S01XA,Other ophthalmologicals,5300C
530067COS,S01XA,Other ophthalmologicals,5300C
530068COS,S01XA,Other ophthalmologicals,5300C
530069COS,S01XA,Other ophthalmologicals,5300C
530070COS,S01XA,Other ophthalmologicals,5300C
530071COS,S01XA,Other ophthalmologicals,5300C
530098COS,S01XA,Other ophthalmologicals,5300C
530001COS,S01XA,Other ophthalmologicals,5300C
530002COS,S01XA,Other ophthalmologicals,5300C
530003COS,S01XA,Other ophthalmologicals,5300C
530004COS,S01XA,Other ophthalmologicals,5300C
530005COS,S01XA,Other ophthalmologicals,5300C
530007COS,S01XA,Other ophthalmologicals,5300C
530008COS,S01XA,Other ophthalmologicals,5300C
530019COS,S01XA,Other ophthalmologicals,5300C
530020COS,S01XA,Other ophthalmologicals,5300C
530021COS,S01XA,Other ophthalmologicals,5300C
530029COS,S01XA,Other ophthalmologicals,5300C
530031COS,S01XA,Other ophthalmologicals,5300C
530052COS,S01XA,Other ophthalmologicals,5300C
530053COS,S01XA,Other ophthalmologicals,5300C
530072COS,S01XA,Other ophthalmologicals,5300C
530073COS,S01XA,Other ophthalmologicals,5300C
530075COS,S01XA,Other ophthalmologicals,5300C
530076COS,S01XA,Other ophthalmologicals,5300C
530009COS,S01XA,Other ophthalmologicals,5300C
530016COS,S01XA,Other ophthalmologicals,5300C
530017COS,S01XA,Other ophthalmologicals,5300C
530018COS,S01XA,Other ophthalmologicals,5300C
530051COS,S01XA,Other ophthalmologicals,5300C
530055COS,S01XA,Other ophthalmologicals,5300C
530062COS,S01XA,Other ophthalmologicals,5300C
530063COS,S01XA,Other ophthalmologicals,5300C
530064COS,S01XA,Other ophthalmologicals,5300C
530065COS,S01XA,Other ophthalmologicals,5300C
530066COS,S01XA,Other ophthalmologicals,5300C
530082COS,S01XA,Other ophthalmologicals,5300C
530083COS,S01XA,Other ophthalmologicals,5300C
537700COO,S01AA,Antibiotics,5377C
537800COS,S01AA,Antibiotics,5378C
538600COO,S01CA07,fluorometholone and antiinfectives,5386C
538800COS,S01GA52,"tetryzoline, combinations",5388C
538900COS,S01GA52,"tetryzoline, combinations",5389C
538900COS,S01G,DECONGESTANTS AND ANTIALLERGICS,5389C
540000COO,S01CA01,dexamethasone and antiinfectives,5400C
540700COS,S01ED51,"timolol, combinations",5407C
619203COS,S01BC11,bromfenac,6192C
640300COS,S01CA01,dexamethasone and antiinfectives,6403C
643000COS,S01CA01,dexamethasone and antiinfectives,6430C
643100COS,S01GA52,"tetryzoline, combinations",6431C
643900COS,S01CA01,dexamethasone and antiinfectives,6439C
644000COS,S01GA52,"tetryzoline, combinations",6440C
647000COS,S01CA01,dexamethasone and antiinfectives,6470C
647100COS,S01CA01,dexamethasone and antiinfectives,6471C
647200COS,S01GA52,"tetryzoline, combinations",6472C
647400COS,S01GA52,"tetryzoline, combinations",6474C
114531CSI,R01AD01,beclometasone,1145C
141909CSI,R01AD03,dexamethasone,1419C
203939CLQ,S02AA16,ofloxacin,2039C
361348CSI,R01AD09,mometasone,3613C
495700CSI,R01AB06,xylometazoline,4957C
510030CSI,R03BA08,ciclesonide,5100C
521800CSI,R01AX,Other nasal preparations,5218C
542100CSY,S02CA03,hydrocortisone and antiinfectives,5421C
542200CSY,S02CA03,hydrocortisone and antiinfectives,5422C
542300CSY,S02CA06,dexamethasone and antiinfectives,5423C
182930CSI,R01AC02,levocabastine,1829C
202630CSI,C01DA02,glyceryl trinitrate,2026C
215431CSY,V03AE01,polystyrene sulfonate,2154C
119531CSI,R03BA02,budesonide,1195C
162230CSY,R03BA05,fluticasone,1622C
162236CSI,R03BA05,fluticasone,1622C
218330CSI,R03AC16,procaterol,2183C
452101CPL,R03CC11,tulobuterol,4521C
452102CPL,R03CC11,tulobuterol,4521C
452103CPL,R03CC11,tulobuterol,4521C
544300CSI,R03AK06,salmeterol and fluticasone,5443C
544500CSI,R03AK06,salmeterol and fluticasone,5445C
457301CTB,R03BB04,tiotropium bromide,4573C
635903CSI,R03BB06,glycopyrronium bromide,6359C
116133CLQ,A01AD02,benzydamine,1161C
131333CLQ,R02AA05,chlorhexidine,1313C
131337CLQ,R02AA05,chlorhexidine,1313C
131339CLQ,R02AA05,chlorhexidine,1313C
131335CLQ,R02AA05,chlorhexidine,1313C
131336CLQ,R02AA05,chlorhexidine,1313C
179832CLQ,A01AD,Other agents for local oral treatment,1798C
216240CLQ,R02AA15,povidone-iodine,2162C
216241CLQ,R02AA15,povidone-iodine,2162C
216244CLQ,R02AA15,povidone-iodine,2162C
364203CSI,N01BA05,benzocaine,3642C
335800CLQ,A06AG10,"docusate sodium, incl. combinations",3358C
392030CLQ,A06AG04,glycerol,3920C
392031CLQ,A06AG04,glycerol,3920C
392032CLQ,A06AG04,glycerol,3920C
392033CLQ,A06AG04,glycerol,3920C
392034CLQ,A06AG04,glycerol,3920C
544600CLQ,A06AD17,sodium phosphate,5446C
545000CLQ,A06AD17,sodium phosphate,5450C
190810CEN,A07EC02,mesalazine,1908C
190830CLQ,A07EC02,mesalazine,1908C
141431CLQ,H01BA02,desmopressin,1414C
225732CSI,H05BA01,calcitonin (salmon synthetic),2257C
116630CLQ,D07AC01,betamethasone,1166C
116632CLQ,D07AC01,betamethasone,1166C
152631CLQ,R03AA01,epinephrine,1526C
152634CLQ,R03AA01,epinephrine,1526C
154930COM,G03CA03,estradiol,1549C
154931COM,G03CA03,estradiol,1549C
154932COM,G03CA03,estradiol,1549C
206402CTB,G01AF17,oxiconazole,2064C
219001CTB,G03CA09,promestriene,2190C
219030COM,G03CA09,promestriene,2190C
336100CTB,G03CC,"Estrogens, combinations with other drugs",3361C
336400CTB,G01AA51,"nystatin, combinations",3364C
392430COM,C05AD07,pramocaine,3924C
392431COM,C05AD07,pramocaine,3924C
216246CLQ,G01AX11,povidone-iodine,2162C
131308CLQ,D08AC02,chlorhexidine,1313C
372701CLQ,D08AX08,ethanol,3727C
457201CLQ,D08AE05,chloroxylenol,4572C
480000CLT,D08AC52,"chlorhexidine, combinations",4800C
499600CLQ,D08A,ANTISEPTICS AND DISINFECTANTS,4996C
415300CDS,D09AA,Medicated dressings with antiinfectives,4153C
186932COM,D06BA03,mafenide,1869C
186933COM,D06BA03,mafenide,1869C
216201CDS,D08AG02,povidone-iodine,2162C
227430COM,D06BA01,silver sulfadiazine,2274C
103431COM,D07AB10,alclometasone,1034C
103433COM,D07AB10,alclometasone,1034C
103432COM,D07AB10,alclometasone,1034C
106430COM,D07AC11,amcinonide,1064C
119431COM,D07AC09,budesonide,1194C
119432COM,D07AC09,budesonide,1194C
119433COM,D07AC09,budesonide,1194C
119434COM,D07AC09,budesonide,1194C
119439COM,D07AC09,budesonide,1194C
135843CLQ,D07AD01,clobetasol,1358C
135830COM,D07AD01,clobetasol,1358C
135840CLT,D07AD01,clobetasol,1358C
135841CLT,D07AD01,clobetasol,1358C
135930COM,D07AB01,clobetasone,1359C
141531COM,D07AB08,desonide,1415C
141536COM,D07AB08,desonide,1415C
141538COM,D07AB08,desonide,1415C
141534CLT,D07AB08,desonide,1415C
141539CLT,D07AB08,desonide,1415C
141631COM,D07AC03,desoximetasone,1416C
141636COM,D07AC03,desoximetasone,1416C
142132COM,D07AB19,dexamethasone,1421C
143330COM,M02AA15,diclofenac,1433C
143536COM,M02AA15,diclofenac,1435C
143537COM,M02AA15,diclofenac,1435C
144430COM,D07AC10,diflorasone,1444C
144432COM,D07AC10,diflorasone,1444C
144433COM,D07AC10,diflorasone,1444C
144531COM,D07AC06,diflucortolone,1445C
144533COM,D07AC06,diflucortolone,1445C
